Device Name,lsawade
Device Model,Kestrel D3 FIRE
Serial Number,2525187
FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point,Wet Bulb Temperature,Station Pressure
YYYY-MM-DD HH:MM:SS,°C,%,°C,°C,°C,mb
2020-09-06 04:50:00,16.1,82.0,16.0,13.1,14.3,1014.2
2020-09-06 05:00:00,15.8,84.5,15.8,13.2,14.3,1014.4
2020-09-06 05:10:00,15.7,85.9,15.6,13.3,14.2,1014.3
2020-09-06 05:20:00,15.8,87.7,15.8,13.7,14.5,1014.3
2020-09-06 05:30:00,16.0,87.9,16.1,14.0,14.8,1014.4
2020-09-06 05:40:00,16.0,88.2,16.1,14.0,14.8,1014.5
2020-09-06 05:50:00,16.0,88.5,16.1,14.1,14.8,1014.6
2020-09-06 06:00:00,15.8,89.8,15.9,14.1,14.8,1014.6
2020-09-06 06:10:00,15.6,90.7,15.8,14.1,14.7,1014.6
2020-09-06 06:20:00,15.4,91.1,15.7,14.0,14.5,1014.7
2020-09-06 06:30:00,15.3,91.7,15.6,14.0,14.5,1014.8
2020-09-06 06:40:00,15.4,92.5,15.8,14.2,14.7,1015.0
2020-09-06 06:50:00,15.6,92.4,16.0,14.4,14.9,1015.0
2020-09-06 07:00:00,15.8,91.4,16.1,14.4,15.0,1015.1
2020-09-06 07:10:00,16.2,90.2,16.4,14.6,15.2,1015.1
2020-09-06 07:20:00,16.5,89.2,16.6,14.7,15.3,1014.8
2020-09-06 07:30:00,17.3,87.4,17.4,15.2,16.0,1014.9
2020-09-06 07:40:00,18.4,84.5,18.5,15.8,16.8,1014.9
2020-09-06 07:50:00,19.6,78.9,19.6,15.8,17.2,1014.8
2020-09-06 08:00:00,20.4,73.2,20.5,15.5,17.2,1014.6
2020-09-06 08:10:00,21.0,69.2,21.2,15.2,17.3,1014.4
2020-09-06 08:20:00,21.4,65.2,21.4,14.6,17.0,1014.3
2020-09-06 08:30:00,21.7,63.8,21.8,14.6,17.1,1014.2
2020-09-06 08:40:00,21.0,65.1,21.0,14.2,16.7,1014.2
2020-09-06 08:50:00,20.2,69.6,20.1,14.5,16.6,1014.0
2020-09-06 09:00:00,21.0,69.0,21.2,15.1,17.2,1013.6
2020-09-06 09:10:00,22.2,65.0,22.3,15.3,17.7,1013.6
2020-09-06 09:20:00,23.4,60.7,23.3,15.4,18.2,1013.3
2020-09-06 09:30:00,23.9,58.3,23.6,15.2,18.2,1013.3
2020-09-06 09:40:00,24.0,59.6,23.8,15.7,18.5,1013.1
2020-09-06 09:50:00,24.7,57.1,24.5,15.6,18.7,1013.1
2020-09-06 10:00:00,25.2,55.6,24.9,15.7,18.9,1013.1
2020-09-06 10:10:00,24.8,55.2,24.5,15.2,18.5,1013.4
2020-09-06 10:20:00,25.8,53.7,25.8,15.7,19.1,1013.7
2020-09-06 10:30:00,25.8,53.3,25.5,15.6,19.1,1014.4
2020-09-06 10:40:00,25.2,52.9,24.7,14.9,18.4,1014.4
2020-09-06 10:50:00,25.6,50.4,25.2,14.6,18.4,1014.7
2020-09-06 11:00:00,26.1,49.1,25.6,14.6,18.6,1015.1
2020-09-06 11:10:00,26.3,46.1,25.8,13.8,18.3,1015.1
2020-09-06 11:20:00,27.1,44.7,26.6,14.0,18.7,1015.0
2020-09-06 11:30:00,27.8,43.6,27.2,14.2,19.0,1015.1
2020-09-06 11:40:00,28.1,44.0,27.9,14.8,19.3,1015.0
2020-09-06 11:50:00,28.8,42.4,28.7,14.8,19.6,1015.0
2020-09-06 12:00:00,29.8,41.2,30.0,15.3,20.1,1014.8
2020-09-06 12:10:00,29.8,39.8,29.6,14.6,19.8,1014.4
2020-09-06 12:20:00,29.9,37.8,29.7,14.0,19.5,1014.3
2020-09-06 12:30:00,29.8,37.0,29.3,13.6,19.3,1014.2
2020-09-06 12:40:00,31.1,36.5,31.2,14.5,20.1,1013.9
2020-09-06 12:50:00,31.5,34.5,31.2,13.9,20.0,1013.7
2020-09-06 13:00:00,30.8,32.3,30.0,12.4,19.1,1013.6
2020-09-06 13:10:00,32.2,31.7,31.9,13.3,19.9,1013.5
2020-09-06 13:20:00,32.1,31.8,31.6,13.2,19.8,1013.3
2020-09-06 13:30:00,33.1,29.9,32.8,13.2,20.1,1013.2
2020-09-06 13:40:00,32.8,29.0,32.2,12.5,19.7,1013.0
2020-09-06 13:50:00,33.6,26.5,32.9,11.8,19.6,1012.9
2020-09-06 14:00:00,32.6,27.5,31.7,11.4,19.1,1012.7
2020-09-06 14:10:00,33.6,27.1,33.0,12.1,19.7,1012.5
2020-09-06 14:20:00,33.6,26.9,33.0,12.0,19.7,1012.5
2020-09-06 14:30:00,33.6,26.8,32.9,11.9,19.7,1012.3
2020-09-06 14:40:00,33.0,26.1,32.1,11.0,19.1,1012.0
2020-09-06 14:50:00,33.1,23.9,31.7,9.8,18.6,1011.8
2020-09-06 15:00:00,33.5,25.4,32.6,11.0,19.3,1013.0
2020-09-06 15:10:00,31.5,28.5,30.3,11.0,18.6,1012.9
2020-09-06 15:20:00,32.7,28.2,32.0,12.0,19.4,1011.5
2020-09-06 15:30:00,31.9,29.0,30.8,11.6,19.0,1013.0
2020-09-06 15:40:00,31.2,28.9,30.0,11.0,18.5,1012.7
2020-09-06 15:50:00,34.3,26.0,33.9,12.1,20.0,1011.1
2020-09-06 16:00:00,33.9,24.1,32.8,10.5,19.2,1011.2
2020-09-06 16:10:00,31.1,27.1,29.5,10.0,18.1,1012.5
2020-09-06 16:20:00,33.5,27.4,33.0,12.2,19.8,1010.9
2020-09-06 16:30:00,32.2,27.7,31.1,11.2,18.9,1010.6
2020-09-06 16:40:00,33.0,27.1,32.3,11.6,19.4,1010.5
2020-09-06 16:50:00,32.9,26.9,31.9,11.4,19.2,1010.3
2020-09-06 17:00:00,30.8,29.8,29.5,11.1,18.4,1011.4
2020-09-06 17:10:00,30.7,30.4,29.6,11.4,18.5,1012.2
2020-09-06 17:20:00,31.7,31.8,31.1,12.9,19.5,1010.7
2020-09-06 17:30:00,32.7,29.1,32.2,12.4,19.6,1010.7
2020-09-06 17:40:00,32.5,27.6,31.5,11.4,19.1,1010.5
2020-09-06 17:50:00,32.1,30.0,31.4,12.3,19.4,1011.0
2020-09-06 18:00:00,31.8,30.8,31.0,12.4,19.4,1010.9
2020-09-06 18:10:00,31.7,31.2,31.1,12.6,19.4,1011.0
2020-09-06 18:20:00,31.0,31.1,29.9,11.9,18.8,1011.2
2020-09-06 18:30:00,29.9,32.6,28.8,11.7,18.4,1011.6
2020-09-06 18:40:00,29.4,34.7,28.5,12.2,18.5,1012.0
2020-09-06 18:50:00,27.5,37.6,26.4,11.8,17.6,1012.4
2020-09-06 19:00:00,26.8,40.0,25.8,12.1,17.6,1012.4
2020-09-06 19:10:00,26.6,42.1,25.7,12.6,17.8,1012.7
2020-09-06 19:20:00,25.7,45.5,25.0,13.1,17.7,1012.8
2020-09-06 19:30:00,25.2,47.3,24.5,13.2,17.6,1012.8
2020-09-06 19:40:00,24.9,48.8,24.1,13.4,17.6,1012.9
2020-09-06 19:50:00,24.6,51.6,23.9,14.0,17.8,1012.9
2020-09-06 20:00:00,24.2,55.1,23.8,14.6,18.0,1012.8
2020-09-06 20:10:00,23.7,58.4,23.5,15.1,18.1,1012.9
2020-09-06 20:20:00,23.4,60.4,23.3,15.3,18.1,1012.9
2020-09-06 20:30:00,23.1,61.4,23.1,15.3,18.0,1013.1
2020-09-06 20:40:00,22.9,62.1,22.9,15.2,17.9,1013.1
2020-09-06 20:50:00,22.7,62.6,22.7,15.2,17.8,1013.3
2020-09-06 21:00:00,22.4,63.4,22.5,15.1,17.7,1013.2
2020-09-06 21:10:00,22.3,63.8,22.4,15.1,17.6,1013.2
2020-09-06 21:20:00,22.2,64.3,22.4,15.1,17.6,1013.3
2020-09-06 21:30:00,21.9,64.6,22.1,14.9,17.3,1013.3
2020-09-06 21:40:00,21.7,65.4,21.9,15.0,17.4,1013.3
2020-09-06 21:50:00,21.5,66.4,21.8,15.0,17.3,1013.3
2020-09-06 22:00:00,21.2,67.8,21.3,15.0,17.2,1013.3
2020-09-06 22:10:00,21.1,69.4,21.3,15.3,17.3,1013.2
2020-09-06 22:20:00,21.0,70.2,21.0,15.3,17.3,1013.1
2020-09-06 22:30:00,20.8,71.0,20.8,15.3,17.3,1013.1
2020-09-06 22:40:00,20.6,71.8,20.7,15.4,17.2,1013.0
2020-09-06 22:50:00,20.4,72.4,20.5,15.3,17.2,1013.0
2020-09-06 23:00:00,20.3,74.1,20.2,15.5,17.2,1013.0
2020-09-06 23:10:00,20.1,74.9,20.1,15.6,17.2,1012.9
2020-09-06 23:20:00,20.0,75.4,20.0,15.5,17.1,1013.0
2020-09-06 23:30:00,20.0,75.5,20.0,15.5,17.1,1013.0
2020-09-06 23:40:00,19.8,76.3,19.8,15.6,17.1,1013.1
2020-09-06 23:50:00,19.8,76.9,19.7,15.6,17.1,1013.1
2020-09-07 00:00:00,19.7,77.6,19.7,15.7,17.1,1013.1
2020-09-07 00:10:00,19.6,78.5,19.5,15.7,17.1,1013.1
2020-09-07 00:20:00,19.4,79.7,19.3,15.8,17.1,1013.1
2020-09-07 00:30:00,19.3,79.9,19.3,15.8,17.1,1013.0
2020-09-07 00:40:00,19.2,80.3,19.2,15.8,17.1,1013.0
2020-09-07 00:50:00,19.1,81.0,19.2,15.8,17.0,1013.0
2020-09-07 01:00:00,19.1,81.6,19.0,15.8,17.0,1013.1
2020-09-07 01:10:00,18.9,81.9,18.9,15.8,16.9,1013.2
2020-09-07 01:20:00,18.8,82.6,18.8,15.8,16.9,1013.3
2020-09-07 01:30:00,18.6,83.5,18.6,15.8,16.8,1013.1
2020-09-07 01:40:00,18.4,84.1,18.4,15.7,16.7,1013.1
2020-09-07 01:50:00,18.3,84.6,18.4,15.6,16.6,1013.1
2020-09-07 02:00:00,18.2,84.9,18.1,15.6,16.5,1013.1
2020-09-07 02:10:00,18.0,86.6,18.0,15.7,16.5,1012.7
2020-09-07 02:20:00,18.0,86.9,18.1,15.8,16.6,1012.7
2020-09-07 02:30:00,17.9,86.8,18.0,15.7,16.4,1012.7
2020-09-07 02:40:00,17.8,87.6,17.9,15.7,16.4,1012.7
2020-09-07 02:50:00,17.8,87.8,17.9,15.8,16.5,1012.5
2020-09-07 03:00:00,17.7,88.0,17.7,15.7,16.4,1012.4
2020-09-07 03:10:00,17.5,88.4,17.7,15.6,16.3,1012.4
2020-09-07 03:20:00,17.4,89.1,17.5,15.6,16.2,1012.1
2020-09-07 03:30:00,17.4,89.3,17.5,15.6,16.2,1012.1
2020-09-07 03:40:00,17.4,89.2,17.6,15.6,16.3,1012.0
2020-09-07 03:50:00,17.4,89.3,17.5,15.6,16.2,1011.9
2020-09-07 04:00:00,17.2,89.0,17.4,15.4,16.0,1012.0
2020-09-07 04:10:00,17.0,89.1,17.2,15.2,15.8,1012.0
2020-09-07 04:20:00,17.0,89.6,17.1,15.3,15.9,1011.9
2020-09-07 04:30:00,16.9,89.8,17.0,15.2,15.8,1011.9
2020-09-07 04:40:00,16.8,91.0,17.0,15.3,15.8,1011.7
2020-09-07 04:50:00,16.8,91.0,17.1,15.4,15.9,1011.6
2020-09-07 05:00:00,16.8,90.4,17.1,15.2,15.8,1011.7
2020-09-07 05:10:00,16.7,90.8,17.0,15.2,15.7,1011.5
2020-09-07 05:20:00,16.6,91.0,16.8,15.1,15.7,1011.5
2020-09-07 05:30:00,16.6,91.9,16.8,15.2,15.7,1011.9
2020-09-07 05:40:00,16.7,92.3,17.1,15.4,15.9,1012.0
2020-09-07 05:50:00,16.7,91.2,16.9,15.2,15.8,1012.1
2020-09-07 06:00:00,16.4,91.1,16.7,15.0,15.6,1012.4
2020-09-07 06:10:00,16.1,92.1,16.4,14.8,15.3,1012.6
2020-09-07 06:20:00,16.1,93.5,16.5,15.1,15.5,1012.7
2020-09-07 06:30:00,16.1,93.4,16.4,15.0,15.4,1012.6
2020-09-07 06:40:00,16.1,93.6,16.5,15.1,15.5,1012.7
2020-09-07 06:50:00,16.2,93.4,16.5,15.1,15.5,1012.9
2020-09-07 07:00:00,16.6,93.8,17.0,15.6,15.9,1013.1
2020-09-07 07:10:00,17.0,91.6,17.3,15.6,16.1,1013.1
2020-09-07 07:20:00,17.1,90.8,17.4,15.6,16.1,1013.0
2020-09-07 07:30:00,17.8,89.6,18.0,16.1,16.7,1012.8
2020-09-07 07:40:00,18.8,86.8,19.1,16.6,17.4,1012.5
2020-09-07 07:50:00,19.8,82.2,19.9,16.6,17.7,1012.5
2020-09-07 08:00:00,20.6,78.5,20.8,16.7,18.0,1012.5
2020-09-07 08:10:00,21.0,75.9,21.4,16.6,18.1,1012.3
2020-09-07 08:20:00,21.5,74.4,21.8,16.7,18.3,1012.4
2020-09-07 08:30:00,22.2,72.5,22.7,17.1,18.8,1012.2
2020-09-07 08:40:00,23.2,69.5,23.7,17.3,19.3,1012.3
2020-09-07 08:50:00,23.8,67.1,24.1,17.4,19.5,1012.2
2020-09-07 09:00:00,23.9,66.1,24.2,17.2,19.4,1012.3
2020-09-07 09:10:00,24.7,63.5,24.9,17.3,19.7,1012.6
2020-09-07 09:20:00,25.3,60.4,25.4,17.1,19.8,1012.8
2020-09-07 09:30:00,26.1,57.8,26.4,17.1,20.0,1012.8
2020-09-07 09:40:00,26.3,55.9,26.5,16.8,19.9,1012.7
2020-09-07 09:50:00,26.6,55.1,27.0,16.8,20.0,1012.6
2020-09-07 10:00:00,26.9,54.2,27.3,16.9,20.2,1012.5
2020-09-07 10:10:00,27.2,53.1,27.5,16.8,20.2,1012.7
2020-09-07 10:20:00,27.5,52.2,27.9,16.8,20.3,1012.6
2020-09-07 10:30:00,27.4,49.9,27.5,16.1,19.9,1012.5
2020-09-07 10:40:00,27.8,49.3,28.0,16.2,20.0,1012.4
2020-09-07 10:50:00,27.9,47.3,27.7,15.6,19.7,1012.4
2020-09-07 11:00:00,28.4,46.5,28.6,15.9,20.0,1012.0
2020-09-07 11:10:00,28.2,45.5,28.1,15.3,19.7,1011.9
2020-09-07 11:20:00,28.9,43.4,29.0,15.2,19.8,1011.7
2020-09-07 11:30:00,28.8,41.7,28.6,14.5,19.4,1011.6
2020-09-07 11:40:00,29.2,40.2,28.9,14.3,19.4,1011.5
2020-09-07 11:50:00,29.5,40.3,29.5,14.6,19.7,1011.4
2020-09-07 12:00:00,30.7,38.3,30.9,14.9,20.2,1011.4
2020-09-07 12:10:00,31.0,37.2,31.0,14.6,20.1,1011.0
2020-09-07 12:20:00,31.5,36.9,31.7,15.0,20.5,1010.8
2020-09-07 12:30:00,31.9,36.4,32.4,15.2,20.7,1010.6
2020-09-07 12:40:00,32.1,37.2,32.8,15.6,21.0,1010.4
2020-09-07 12:50:00,32.5,35.6,33.1,15.3,21.0,1010.2
2020-09-07 13:00:00,32.4,35.5,33.1,15.2,20.9,1010.1
2020-09-07 13:10:00,32.1,35.2,32.3,14.8,20.6,1010.1
2020-09-07 13:20:00,31.6,35.7,31.8,14.6,20.3,1009.8
2020-09-07 13:30:00,32.5,34.3,32.8,14.7,20.6,1009.4
2020-09-07 13:40:00,33.2,32.7,33.5,14.6,20.8,1009.2
2020-09-07 13:50:00,32.9,32.3,33.1,14.2,20.5,1008.9
2020-09-07 14:00:00,33.2,31.8,33.4,14.2,20.6,1008.7
2020-09-07 14:10:00,33.1,31.9,33.4,14.1,20.5,1008.4
2020-09-07 14:20:00,33.4,32.3,33.7,14.6,20.9,1007.9
2020-09-07 14:30:00,32.8,31.0,32.6,13.5,20.2,1007.9
2020-09-07 14:40:00,33.8,30.9,34.0,14.3,20.8,1007.8
2020-09-07 14:50:00,32.8,31.3,32.7,13.6,20.3,1007.8
2020-09-07 15:00:00,34.0,31.4,34.5,14.7,21.1,1008.0
2020-09-07 15:10:00,34.2,30.7,34.5,14.4,21.0,1007.8
2020-09-07 15:20:00,33.6,30.6,33.6,13.9,20.6,1007.4
2020-09-07 15:30:00,34.5,28.6,34.7,13.7,20.8,1007.5
2020-09-07 15:40:00,34.4,29.8,34.6,14.2,21.0,1007.2
2020-09-07 15:50:00,34.6,30.6,35.2,14.9,21.3,1007.2
2020-09-07 16:00:00,33.4,33.7,34.1,15.3,21.2,1007.3
2020-09-07 16:10:00,33.6,34.8,34.7,15.9,21.6,1007.2
2020-09-07 16:20:00,32.4,36.0,33.2,15.5,21.0,1007.1
2020-09-07 16:30:00,32.5,37.0,33.3,15.9,21.3,1008.6
2020-09-07 16:40:00,31.1,38.4,31.5,15.3,20.5,1008.4
2020-09-07 16:50:00,29.0,42.8,28.9,15.1,19.8,1008.7
2020-09-07 17:00:00,29.4,43.4,29.7,15.7,20.2,1007.9
2020-09-07 17:10:00,29.7,43.2,30.2,15.9,20.4,1007.7
2020-09-07 17:20:00,29.8,42.7,30.1,15.7,20.3,1007.7
2020-09-07 17:30:00,29.3,42.5,29.5,15.3,20.0,1007.7
2020-09-07 17:40:00,29.0,43.0,28.9,15.1,19.8,1007.8
2020-09-07 17:50:00,29.0,44.0,29.0,15.5,20.0,1007.9
2020-09-07 18:00:00,29.4,44.2,29.7,15.9,20.4,1008.0
2020-09-07 18:10:00,28.6,44.8,28.6,15.5,19.9,1008.3
2020-09-07 18:20:00,28.2,45.2,28.1,15.2,19.6,1008.3
2020-09-07 18:30:00,28.2,45.0,27.9,15.1,19.6,1008.2
2020-09-07 18:40:00,27.0,47.6,26.7,14.9,19.0,1009.0
2020-09-07 18:50:00,25.7,52.4,25.5,15.3,18.9,1009.5
2020-09-07 19:00:00,25.1,54.5,24.8,15.3,18.7,1009.3
2020-09-07 19:10:00,24.6,56.1,24.2,15.2,18.5,1009.7
2020-09-07 19:20:00,24.0,58.5,23.9,15.4,18.4,1009.9
2020-09-07 19:30:00,23.7,60.3,23.7,15.6,18.4,1010.1
2020-09-07 19:40:00,23.3,61.9,23.4,15.6,18.2,1010.0
2020-09-07 19:50:00,23.1,63.2,23.3,15.7,18.2,1010.2
2020-09-07 20:00:00,22.9,64.3,23.1,15.8,18.3,1010.2
2020-09-07 20:10:00,22.6,65.6,22.7,15.8,18.2,1010.2
2020-09-07 20:20:00,22.4,67.1,22.6,16.0,18.2,1010.4
2020-09-07 20:30:00,22.2,68.6,22.4,16.1,18.2,1010.3
2020-09-07 20:40:00,22.0,69.9,22.4,16.3,18.2,1010.3
2020-09-07 20:50:00,21.8,70.8,22.2,16.3,18.2,1010.5
2020-09-07 21:00:00,21.7,71.6,22.1,16.4,18.2,1010.6
2020-09-07 21:10:00,21.5,72.5,22.0,16.4,18.2,1010.8
2020-09-07 21:20:00,21.3,73.8,21.7,16.4,18.1,1010.8
2020-09-07 21:30:00,21.2,74.9,21.4,16.5,18.1,1011.0
2020-09-07 21:40:00,21.0,75.9,21.4,16.6,18.1,1011.2
2020-09-07 21:50:00,20.8,76.7,21.1,16.6,18.1,1011.3
2020-09-07 22:00:00,20.7,77.6,21.0,16.7,18.1,1011.5
2020-09-07 22:10:00,20.6,78.5,20.8,16.7,18.0,1011.4
2020-09-07 22:20:00,20.3,79.7,20.6,16.7,17.9,1011.7
2020-09-07 22:30:00,20.2,80.4,20.5,16.8,18.0,1011.8
2020-09-07 22:40:00,20.3,80.9,20.5,16.9,18.1,1011.8
2020-09-07 22:50:00,20.2,81.1,20.5,16.9,18.1,1011.8
2020-09-07 23:00:00,20.1,81.9,20.4,16.9,18.0,1011.8
2020-09-07 23:10:00,19.9,82.4,20.0,16.8,17.8,1011.9
2020-09-07 23:20:00,20.0,83.0,20.3,17.0,18.0,1011.8
2020-09-07 23:30:00,19.9,83.3,20.3,17.0,18.0,1011.9
2020-09-07 23:40:00,19.8,83.6,20.1,17.0,18.0,1012.0
2020-09-07 23:50:00,19.6,84.8,19.9,17.0,17.9,1012.1
2020-09-08 00:00:00,19.4,85.6,19.7,16.9,17.8,1012.0
2020-09-08 00:10:00,19.4,85.6,19.7,17.0,17.9,1011.9
2020-09-08 00:20:00,19.2,86.2,19.4,16.9,17.7,1011.7
2020-09-08 00:30:00,19.1,86.7,19.4,16.9,17.7,1011.8
2020-09-08 00:40:00,18.8,88.5,19.1,16.9,17.6,1011.7
2020-09-08 00:50:00,18.7,88.3,19.0,16.8,17.4,1011.7
2020-09-08 01:00:00,18.6,89.8,18.8,16.9,17.5,1011.6
2020-09-08 01:10:00,18.6,90.6,18.9,17.0,17.6,1011.6
2020-09-08 01:20:00,18.8,90.9,19.1,17.3,17.8,1011.6
2020-09-08 01:30:00,18.7,90.8,19.1,17.2,17.7,1011.6
2020-09-08 01:40:00,18.8,90.9,19.1,17.2,17.8,1011.7
2020-09-08 01:50:00,18.8,90.7,19.2,17.2,17.8,1011.7
2020-09-08 02:00:00,18.6,90.7,19.0,17.0,17.6,1011.7
2020-09-08 02:10:00,18.4,91.4,18.8,17.0,17.5,1011.5
2020-09-08 02:20:00,18.4,92.1,18.8,17.1,17.5,1011.5
2020-09-08 02:30:00,18.4,92.6,18.9,17.2,17.6,1011.5
2020-09-08 02:40:00,18.4,92.9,18.8,17.2,17.6,1011.5
2020-09-08 02:50:00,18.2,92.9,18.6,17.0,17.4,1011.6
2020-09-08 03:00:00,18.0,93.4,18.4,16.9,17.3,1011.3
2020-09-08 03:10:00,17.9,93.3,18.3,16.8,17.2,1011.3
2020-09-08 03:20:00,17.8,94.4,18.2,16.9,17.2,1011.2
2020-09-08 03:30:00,17.7,95.1,18.2,16.9,17.2,1011.1
2020-09-08 03:40:00,17.7,95.5,18.2,17.0,17.2,1011.1
2020-09-08 03:50:00,17.7,95.6,18.1,17.0,17.2,1011.2
2020-09-08 04:00:00,17.6,95.9,18.2,17.0,17.2,1011.2
2020-09-08 04:10:00,17.7,95.6,18.2,17.0,17.2,1011.5
2020-09-08 04:20:00,17.7,96.0,18.3,17.1,17.3,1011.7
2020-09-08 04:30:00,17.7,96.0,18.2,17.0,17.2,1011.6
2020-09-08 04:40:00,17.8,96.1,18.3,17.2,17.4,1011.7
2020-09-08 04:50:00,17.9,95.5,18.3,17.2,17.4,1011.6
2020-09-08 05:00:00,17.7,95.1,18.2,16.9,17.2,1011.6
2020-09-08 05:10:00,17.5,94.9,18.0,16.7,17.0,1011.5
2020-09-08 05:20:00,17.4,94.7,17.8,16.5,16.8,1011.6
2020-09-08 05:30:00,17.2,95.3,17.7,16.5,16.8,1011.6
2020-09-08 05:40:00,17.4,96.8,18.0,16.9,17.1,1011.7
2020-09-08 05:50:00,17.5,96.8,18.0,17.0,17.2,1012.0
2020-09-08 06:00:00,17.7,97.2,18.2,17.2,17.3,1011.9
2020-09-08 06:10:00,17.8,97.2,18.3,17.3,17.5,1011.8
2020-09-08 06:20:00,17.7,96.8,18.3,17.2,17.3,1011.9
2020-09-08 06:30:00,17.5,96.6,18.1,17.0,17.2,1011.9
2020-09-08 06:40:00,17.2,96.6,17.8,16.7,16.9,1012.0
2020-09-08 06:50:00,17.1,96.3,17.6,16.5,16.7,1012.5
2020-09-08 07:00:00,17.4,97.1,18.0,17.0,17.1,1012.6
2020-09-08 07:10:00,17.7,96.6,18.2,17.1,17.3,1012.7
2020-09-08 07:20:00,17.8,96.1,18.4,17.2,17.4,1013.0
2020-09-08 07:30:00,18.4,94.6,18.9,17.5,17.8,1012.9
2020-09-08 07:40:00,19.2,92.2,19.7,17.9,18.3,1012.8
2020-09-08 07:50:00,20.4,88.1,21.0,18.4,19.1,1012.7
2020-09-08 08:00:00,21.5,83.6,22.1,18.6,19.5,1012.9
2020-09-08 08:10:00,22.0,80.9,22.6,18.5,19.6,1012.9
2020-09-08 08:20:00,22.6,78.9,23.4,18.8,20.0,1013.0
2020-09-08 08:30:00,22.7,76.9,23.4,18.5,19.9,1013.3
2020-09-08 08:40:00,23.0,77.0,23.8,18.8,20.1,1013.4
2020-09-08 08:50:00,24.0,74.3,24.7,19.1,20.6,1013.6
2020-09-08 09:00:00,24.6,71.6,25.1,19.1,20.8,1013.6
2020-09-08 09:10:00,23.4,72.4,24.0,18.2,19.9,1014.2
2020-09-08 09:20:00,23.0,75.3,23.7,18.4,19.9,1014.2
2020-09-08 09:30:00,23.6,74.5,24.2,18.8,20.3,1014.1
2020-09-08 09:40:00,25.0,70.5,25.8,19.3,21.1,1014.2
2020-09-08 09:50:00,25.0,69.7,25.6,19.0,20.9,1014.2
2020-09-08 10:00:00,26.2,65.4,27.4,19.2,21.4,1013.8
2020-09-08 10:10:00,27.3,60.4,28.4,19.0,21.5,1014.1
2020-09-08 10:20:00,27.8,57.3,28.8,18.5,21.4,1014.2
2020-09-08 10:30:00,27.6,57.4,28.6,18.4,21.3,1014.0
2020-09-08 10:40:00,27.9,56.3,28.8,18.4,21.3,1014.0
2020-09-08 10:50:00,28.2,55.2,29.4,18.4,21.5,1013.9
2020-09-08 11:00:00,29.1,53.7,30.7,18.7,21.9,1014.0
2020-09-08 11:10:00,29.0,49.1,29.9,17.2,21.1,1014.0
2020-09-08 11:20:00,28.8,48.1,29.3,16.7,20.6,1013.9
2020-09-08 11:30:00,29.3,48.1,30.3,17.2,21.0,1013.9
2020-09-08 11:40:00,30.2,46.0,31.2,17.2,21.4,1013.9
2020-09-08 11:50:00,30.5,45.4,31.6,17.3,21.5,1014.0
2020-09-08 12:00:00,30.5,45.2,31.6,17.3,21.5,1013.8
2020-09-08 12:10:00,30.8,43.2,31.8,16.9,21.3,1013.8
2020-09-08 12:20:00,30.7,43.5,31.6,16.8,21.3,1013.6
2020-09-08 12:30:00,31.8,41.5,33.0,17.1,21.7,1013.6
2020-09-08 12:40:00,32.3,39.6,33.8,16.8,21.7,1013.5
2020-09-08 12:50:00,32.3,39.3,33.7,16.7,21.6,1013.3
2020-09-08 13:00:00,32.8,37.7,34.2,16.5,21.7,1013.1
2020-09-08 13:10:00,32.7,35.6,33.4,15.5,21.1,1013.0
2020-09-08 13:20:00,33.8,35.9,35.4,16.6,22.0,1012.8
2020-09-08 13:30:00,33.9,34.7,35.2,16.1,21.8,1012.6
2020-09-08 13:40:00,34.5,31.9,35.5,15.4,21.6,1012.5
2020-09-08 13:50:00,35.3,31.5,36.5,15.8,22.1,1012.5
2020-09-08 14:00:00,35.3,29.8,36.0,15.0,21.6,1012.7
2020-09-08 14:10:00,35.9,29.6,36.9,15.4,22.0,1012.7
2020-09-08 14:20:00,36.2,29.2,37.3,15.5,22.1,1012.7
2020-09-08 14:30:00,36.7,29.0,38.1,15.8,22.4,1012.4
2020-09-08 14:40:00,37.1,28.7,38.7,16.0,22.6,1012.3
2020-09-08 14:50:00,36.8,28.5,38.3,15.6,22.4,1012.1
2020-09-08 15:00:00,36.7,29.3,38.3,16.0,22.5,1012.0
2020-09-08 15:10:00,37.5,29.3,39.4,16.6,23.1,1012.1
2020-09-08 15:20:00,38.3,28.7,40.8,17.0,23.5,1012.0
2020-09-08 15:30:00,37.9,28.8,40.0,16.7,23.2,1011.8
2020-09-08 15:40:00,37.0,29.2,38.8,16.2,22.7,1011.8
2020-09-08 15:50:00,37.9,28.7,40.0,16.6,23.2,1011.8
2020-09-08 16:00:00,38.4,28.2,40.7,16.8,23.4,1011.7
2020-09-08 16:10:00,35.9,28.7,36.9,14.9,21.8,1011.6
2020-09-08 16:20:00,37.1,28.5,38.7,15.8,22.6,1011.6
2020-09-08 16:30:00,37.8,27.8,39.5,16.0,22.8,1011.5
2020-09-08 16:40:00,37.2,28.8,38.8,16.1,22.7,1011.5
2020-09-08 16:50:00,37.9,27.9,39.9,16.2,23.0,1011.5
2020-09-08 17:00:00,38.0,27.6,39.9,16.1,22.9,1011.3
